ITEM_VNUM	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON		
12709	¿ëºñµÎ°Ç+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12710	±ÍÈ¥Åõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12711	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12711	±ÍÈ¥Åõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12712	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12712	±ÍÈ¥Åõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12713	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12713	±ÍÈ¥Åõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12714	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12714	±ÍÈ¥Åõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12715	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12715	±ÍÈ¥Åõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12716	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
12716	±ÍÈ¥Åõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12717	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0		
12717	±ÍÈ¥Åõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12718	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0		
12718	±ÍÈ¥Åõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12719	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0		
12719	±ÍÈ¥Åõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12720	¹éÁ¦¸ð+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12721	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	1	0	15	0	0	0	4	0	0	0		
12721	¹éÁ¦¸ð+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12722	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	1	0	15	0	0	0	6	0	0	0		
12722	¹éÁ¦¸ð+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12723	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	2	0	15	0	0	0	8	0	0	0		
12723	¹éÁ¦¸ð+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12724	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	2	0	15	0	0	0	13	0	0	0		
12724	¹éÁ¦¸ð+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12725	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	3	0	15	0	0	0	18	0	0	0		
12725	¹éÁ¦¸ð+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12726	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	3	0	15	0	0	0	23	0	0	0		
12726	¹éÁ¦¸ð+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12727	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	4	0	15	0	0	0	28	0	0	0		
12727	¹éÁ¦¸ð+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12728	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	4	0	15	0	0	0	33	0	0	0		
12728	¹éÁ¦¸ð+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12729	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	5	0	15	0	0	0	38	0	0	0		
12729	¹éÁ¦¸ð+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	7	0	15	0	0	0	43	0	0	0		
12730	ºñ´ÃÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12731	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12731	ºñ´ÃÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12732	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12732	ºñ´ÃÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12733	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12733	ºñ´ÃÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12734	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12734	ºñ´ÃÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12735	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12735	ºñ´ÃÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12736	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
12736	ºñ´ÃÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12737	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0		
12737	ºñ´ÃÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12738	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0		
12738	ºñ´ÃÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12739	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0		
12739	ºñ´ÃÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12740	¿ëºñµÎ°Ç+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12741	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12741	¿ëºñµÎ°Ç+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12742	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12742	¿ëºñµÎ°Ç+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12743	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12743	¿ëºñµÎ°Ç+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12744	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12744	¿ëºñµÎ°Ç+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12745	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12745	¿ëºñµÎ°Ç+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12746	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
12746	¿ëºñµÎ°Ç+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12747	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0		
12747	¿ëºñµÎ°Ç+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12748	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0		
12748	¿ëºñµÎ°Ç+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12749	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0		
12749	¿ëºñµÎ°Ç+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	0	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12750	±ÍÈ¥Åõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12751	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12751	±ÍÈ¥Åõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12752	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12752	±ÍÈ¥Åõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12753	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12753	±ÍÈ¥Åõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12754	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12754	±ÍÈ¥Åõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12755	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12755	±ÍÈ¥Åõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12756	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
12756	±ÍÈ¥Åõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12757	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0		
12757	±ÍÈ¥Åõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12758	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0		
12758	±ÍÈ¥Åõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12759	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0		
12759	±ÍÈ¥Åõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12760	¹éÁ¦¸ð+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12761	343	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12761	¹éÁ¦¸ð+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12762	344	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12762	¹éÁ¦¸ð+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12763	345	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12763	¹éÁ¦¸ð+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12764	346	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12764	¹éÁ¦¸ð+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12765	347	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12765	¹éÁ¦¸ð+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12766	348	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
12766	¹éÁ¦¸ð+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12767	349	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0		
12767	¹éÁ¦¸ð+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12768	350	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0		
12768	¹éÁ¦¸ð+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	12769	351	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0		
12769	¹éÁ¦¸ð+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	90	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0		
12770	¿ë¼öÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12771	37	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0		
12771	¿ë¼öÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12772	38	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0		
12772	¿ë¼öÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12773	39	15	LEVEL	101	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0		
12773	¿ë¼öÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12774	40	15	LEVEL	101	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0		
12774	¿ë¼öÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12775	41	15	LEVEL	102	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0		
12775	¿ë¼öÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	12776	42	15	LEVEL	102	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0		
