VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
7007	??? ?????	S_KNIGHT	MONSTER	MELEE	56		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	99	97	42	21	119	146	22630	15	15	31500	39420	3000	69	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7008	??????	S_PAWN	MONSTER	MELEE	52		AGGR	0	ORC,ATT_EARTH		0	nersluck_1	0	85	43	65	22	112	208	37814	10	7	31530	39480	3000	75	110	110	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7009	?????????	S_KNIGHT	MONSTER	MELEE	53		AGGR	0	ORC,ATT_EARTH		0	nersluck_2	0	85	43	65	22	140	172	60733	6	10	31560	39510	3000	69	110	100	100	2000	150	0	0	0	0	0	0	10	5	15	15	15	15	15	0	0	0	0	0	0	2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7010	?????????	S_PAWN	MONSTER	MELEE	54		AGGR	0	ORC,ATT_EARTH		0	nersluck_3	0	85	43	65	22	112	208	66632	10	7	31590	39570	3000	75	80	100	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	0	0	0	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7012	??????	S_PAWN	MONSTER	MELEE	52		AGGR	0	DESERT		0	evil_eye	0	60	80	40	20	95	116	2457	3	5	31620	39600	3000	78	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7013	????	S_PAWN	MONSTER	MELEE	53		AGGR	0	DESERT		0	giant_scorpion	0	61	81	40	20	87	131	2651	3	5	31650	39630	3000	69	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7014	????	KNIGHT	MONSTER	MELEE	54		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	61	81	41	20	79	147	4226	12	10	31680	39690	3000	75	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7015	????	S_PAWN	MONSTER	RANGE	54		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	62	82	41	20	107	131	2455	7	5	31710	39720	3000	78	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7016	??????	KNIGHT	MONSTER	MELEE	55		AGGR	0	DESERT	POISON	0	snakeman_sword	0	83	41	62	21	108	132	4834	12	10	31740	39780	3000	69	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7017	??????	KNIGHT	MONSTER	RANGE	56		AGGR	0	DESERT	POISON	0	snakeman_bow	0	84	63	42	21	109	133	3726	7	5	31770	39810	3000	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7018	??????	S_KNIGHT	MONSTER	MELEE	56		AGGR	0	DESERT		0	outlaw	0	99	97	42	21	119	146	9122	7	10	31800	39840	3000	78	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7019	??????????	S_PAWN	MONSTER	MELEE	59		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	85	43	65	22	130	159	6660	6	10	31830	39900	3000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7020	??	S_PAWN	MONSTER	MAGIC	59		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	65	22	132	161	6660	10	7	31860	39930	3000	75	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7021	??????	KNIGHT	MONSTER	MELEE	60		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	119	178	9110	10	10	31890	39990	3000	78	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7022	?????	KNIGHT	MONSTER	POWER	61		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	85	43	65	22	105	195	9338	6	10	31920	40020	3000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	1	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7023	??????	S_KNIGHT	MONSTER	POWER	62		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	85	43	65	22	106	198	14951	10	7	31950	40050	3000	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	90	0	0	0	2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7024	?????	S_PAWN	MONSTER	MAGIC	64		AGGR,NOMOVE	0	ATT_EARTH		0	ent_trent	0	75	57	50	10	128	193	2158	10	10	31980	40110	3000	78	110	130	100	2000	900	0	0	0	3	0	0	15	20	15	15	15	15	15	50	0	0	0	50	0	1	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7025	????????	KNIGHT	MONSTER	MELEE	66		AGGR	0	ATT_EARTH		0	ent_guru	0	92	42	65	10	148	181	4219	6	10	32010	40140	3000	69	130	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	0	25	0	1	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7026	?????	KNIGHT	MONSTER	MAGIC	67		AGGR	0	ATT_EARTH		0	ent_hu	0	86	55	65	10	133	200	3419	6	10	32040	40200	3000	69	110	170	100	2000	650	0	0	0	0	10	0	5	15	15	15	15	15	15	10	0	0	0	30	0	1	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7027	????????	S_KNIGHT	MONSTER	MELEE	70		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	6935	10	7	32070	40230	3000	75	125	150	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	0	35	0	2	0	25	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7028	???????	S_KNIGHT	MONSTER	MELEE	72		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	7106	10	10	32100	40260	3000	78	125	150	100	2000	150	0	0	0	0	3	0	15	20	15	15	15	15	15	0	0	0	0	40	0	2	0	25	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7029	..	S_PAWN	MONSTER	MAGIC	35			0	ICE,ATT_ICE		0	ice_snow_monster	0	35	23	42	12	59	110	1389	5	7	32130	40320	1776	41	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7030	......	S_PAWN	MONSTER	MELEE	31			0	ICE,ATT_ICE		0	ice_snow_whale	0	37	25	49	12	55	101	1571	10	9	32160	40350	2625	37	100	100	100	2000	150	30049	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7031	..	S_PAWN	MONSTER	MELEE	33			0	ICE,ATT_ICE		0	ice_snow_insect	0	37	49	25	12	73	89	1733	10	9	32190	40410	2793	39	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7032	..	KNIGHT	MONSTER	MELEE	35			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	38	25	50	13	59	110	1852	10	9	32220	40440	2961	41	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7033	..	KNIGHT	MONSTER	MELEE	36			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	38	50	25	13	78	95	3010	5	9	32250	40470	6090	42	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7034	...	KNIGHT	MONSTER	MELEE	38			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	26	39	51	13	63	117	3249	5	9	32280	40530	6426	44	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7035	....	S_KNIGHT	MONSTER	MELEE	40			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	51	26	39	13	66	122	3500	5	9	32310	40560	6762	46	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7036	..	S_PAWN	MONSTER	MAGIC	52			0	ICE,ATT_ICE		0	ice_snow_monster	0	67	50	34	17	106	130	1906	7	2	32340	40620	1568	59	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7037	......	S_PAWN	MONSTER	MELEE	53			0	ICE,ATT_ICE		0	ice_snow_whale	0	68	50	34	17	107	144	2360	7	2	32370	40650	1917	60	100	100	100	2000	150	30049	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7038	..	S_PAWN	MONSTER	MELEE	54			0	ICE,ATT_ICE		0	ice_snow_insect	0	69	52	35	17	109	134	2433	7	2	32400	40680	1953	62	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7039	..	KNIGHT	MONSTER	MELEE	54			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	69	52	35	17	110	146	3244	12	7	32430	40740	3255	62	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7040	..	KNIGHT	MONSTER	MELEE	55			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	71	53	35	18	112	161	2508	7	2	32460	40770	1989	63	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7041	...	KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	72	54	36	18	113	138	5382	7	7	32490	40830	6750	64	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7042	....	S_KNIGHT	MONSTER	MELEE	57			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	73	55	37	18	115	140	5542	7	7	32520	40860	6870	65	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7043	..	S_PAWN	MONSTER	MAGIC	81			0	ICE,ATT_ICE		0	ice_snow_monster	0	78	104	52	20	173	320	5523	7	5	32550	40890	4034	70	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7044	......	S_PAWN	MONSTER	MELEE	81			0	ICE,ATT_ICE		0	ice_snow_whale	0	79	105	52	20	225	275	5676	7	5	32580	40950	4098	71	100	100	100	2000	150	30049	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7045	..	S_PAWN	MONSTER	MELEE	82			0	ICE,ATT_ICE		0	ice_snow_insect	0	79	105	53	20	176	329	5834	7	5	32610	40980	4164	72	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7046	..	KNIGHT	MONSTER	MELEE	83			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	81	107	53	20	176	329	7778	12	10	32640	41040	6939	72	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7047	..	KNIGHT	MONSTER	MELEE	83			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	108	53	81	21	230	283	7993	12	10	32670	41070	7047	73	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7048	...	KNIGHT	MONSTER	MELEE	84			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	109	82	55	21	182	338	8207	7	5	32700	41100	7155	75	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7049	....	S_KNIGHT	MONSTER	MELEE	85			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	182	338	12823	7	10	32730	41160	14310	75	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7050	??????	S_PAWN	MONSTER	MELEE	35		AGGR	0	DESERT		0	evil_eye	0	35	23	42	12	59	110	1389	5	7	32760	41190	1776	41	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7051	....	S_PAWN	MONSTER	MELEE	31		AGGR	0	DESERT		0	giant_scorpion	0	37	25	49	12	55	101	1571	10	9	32790	41250	2625	37	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7052	....	KNIGHT	MONSTER	MELEE	33		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	37	49	25	12	73	89	1733	10	9	32820	41280	2793	39	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7053	....	S_PAWN	MONSTER	RANGE	35		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	38	25	50	13	59	110	1852	10	9	32850	41310	2961	41	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7054	......	KNIGHT	MONSTER	MELEE	36		AGGR	0	DESERT	POISON	0	snakeman_sword	0	38	50	25	13	78	95	3010	5	9	32880	41370	6090	42	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7055	......	KNIGHT	MONSTER	RANGE	38		AGGR	0	DESERT	POISON	0	snakeman_bow	0	26	39	51	13	63	117	3249	5	9	32910	41400	6426	44	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7056	......	S_KNIGHT	MONSTER	MELEE	40		AGGR	0	DESERT		0	outlaw	0	51	26	39	13	66	122	3500	5	9	32940	41460	6762	46	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7057	??????	S_PAWN	MONSTER	MELEE	52		AGGR	0	DESERT		0	evil_eye	0	67	50	34	17	106	130	1906	7	2	32970	41490	1568	59	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7058	....	S_PAWN	MONSTER	MELEE	53		AGGR	0	DESERT		0	giant_scorpion	0	68	50	34	17	107	144	2360	7	2	33000	41520	1917	60	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7059	....	KNIGHT	MONSTER	MELEE	54		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	69	52	35	17	109	134	2433	7	2	33030	41580	1953	62	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7060	....	S_PAWN	MONSTER	RANGE	54		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	69	52	35	17	110	146	3244	12	7	33060	41610	3255	62	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7061	......	KNIGHT	MONSTER	MELEE	55		AGGR	0	DESERT	POISON	0	snakeman_sword	0	71	53	35	18	112	161	2508	7	2	33090	41670	1989	63	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7062	......	KNIGHT	MONSTER	RANGE	56		AGGR	0	DESERT	POISON	0	snakeman_bow	0	72	54	36	18	113	138	5382	7	7	33120	41700	6750	64	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7063	......	S_KNIGHT	MONSTER	MELEE	57		AGGR	0	DESERT		0	outlaw	0	73	55	37	18	115	140	5542	7	7	33150	41730	6870	65	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7064	??????	S_PAWN	MONSTER	MELEE	81		AGGR	0	DESERT		0	evil_eye	0	78	104	52	20	173	320	5523	7	5	33180	41790	4034	70	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7065	....	S_PAWN	MONSTER	MELEE	81		AGGR	0	DESERT		0	giant_scorpion	0	79	105	52	20	225	275	5676	7	5	33210	41820	4098	71	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7066	....	KNIGHT	MONSTER	MELEE	82		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	79	105	53	20	176	329	5834	7	5	33240	41880	4164	72	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7067	....	S_PAWN	MONSTER	RANGE	83		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	81	107	53	20	176	329	7778	12	10	33270	41910	6939	72	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7068	......	KNIGHT	MONSTER	MELEE	83		AGGR	0	DESERT	POISON	0	snakeman_sword	0	108	53	81	21	230	283	7993	12	10	33300	41940	7047	73	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7069	......	KNIGHT	MONSTER	RANGE	84		AGGR	0	DESERT	POISON	0	snakeman_bow	0	109	82	55	21	182	338	8207	7	5	33330	42000	7155	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7070	......	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	DESERT		0	outlaw	0	129	126	55	21	182	338	12823	7	10	33360	42030	14310	75	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7071	.....	S_PAWN	MONSTER	MELEE	33		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	37	49	25	12	73	89	1733	10	9	33390	42090	2793	39	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7072	..	S_PAWN	MONSTER	MAGIC	35		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	38	25	50	13	59	110	1852	10	9	33420	42120	2961	41	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7073	...	KNIGHT	MONSTER	MELEE	36		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	38	50	25	13	78	95	3010	5	9	33450	42150	6090	42	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7074	...	KNIGHT	MONSTER	POWER	38		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	26	39	51	13	63	117	3249	5	9	33480	42210	6426	44	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7075	....	S_KNIGHT	MONSTER	POWER	40		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	51	26	39	13	66	122	3500	5	9	33510	42240	6762	46	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7076	.....	S_PAWN	MONSTER	MELEE	54		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	69	52	35	17	109	134	2433	7	2	33540	42300	1953	62	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7077	..	S_PAWN	MONSTER	MAGIC	54		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	69	52	35	17	110	146	3244	12	7	33570	42330	3255	62	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7078	...	KNIGHT	MONSTER	MELEE	55		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	71	53	35	18	112	161	2508	7	2	33600	42360	1989	63	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7079	...	KNIGHT	MONSTER	POWER	56		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	72	54	36	18	113	138	5382	7	7	33630	42420	6750	64	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7080	....	S_KNIGHT	MONSTER	POWER	57		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	73	55	37	18	115	140	5542	7	7	33660	42450	6870	65	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	90	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7081	.....	S_PAWN	MONSTER	MELEE	82		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	79	105	53	20	176	329	5834	7	5	33690	42510	4164	72	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7082	..	S_PAWN	MONSTER	MAGIC	83		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	81	107	53	20	176	329	7778	12	10	33720	42540	6939	72	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
