VNUM	LOCALE_NAME
8200	Ciocolata Piatra Metin
8201	Ciocolata Piatra Metin
8203	Metinul Inspiraþiei
8430	Sticky metin
8444	Duratus metin
8445	Stanca de cosmar
8446	Metin ocular
8447	Oul de vis
8452	Metin de aur
8453	Comoara Metin
8454	Broasca de aur
8459	Cristal magic
8460	Piatra magica Metin
8467	Piatra de cristal bolnava
8468	Piatra Ganesha
8469	Piatra de desert
8470	Metin de spini
8471	Piatra mumiei
8501	Caine salbatic
8502	Mistreþ Salbatic
8503	Urs
8504	Tigru Alb
8505	Orc Negru Gigant
8506	General Brotac
8507	Talhar de Desert
8508	Despot esoteric
8509	Incantator esoteric
8510	Luptator de Foc
8511	Golem de Gheaþa
8600	¿õ±Í´ëÁ·Àå
8601	¿õ±Í´ëÁ·Àå
8602	¹Ð±³´ëÁÖ±³
8603	¹Ð±³´ëÁÖ±³
8604	¸í»ç±Í¿Õ
8605	¸í»ç±Í¿Õ
8606	»ç½Å
8607	»ç½Å
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±Í
8611	´©··Åõ¹ü±Í
8612	¿©¿Õ°Å¹Ì
8613	¿©¿Õ°Å¹Ì
8614	°Å´ë»ç¸·°ÅsÏ
8615	°Å´ë»ç¸·°ÅsÏ
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Jigsaw
8620	Jason
8621	Michael Myers
8622	Freddy Krueger
8623	Leatherface
8625	Avanpost Troll
8626	Avanpost 1 Quag
8627	Avanpost 2 Quag
9001	Negustor Arme
9002	Negustor de Armuri
9003	Magazinul General
9004	Ajutor pt. evenimente
9005	Administrator Depozit
9006	Femeia Batrana
9007	Negustor Arme
9008	Negustor de armuri
9009	Pescar
9010	Magazin de diverse
9011	Organizatoare de nunþi
9012	Teleporter
9013	Negustor Iluzii
9014	Negustor
9015	Helm
9016	Campul de forta
9017	Stalp de lemn
9018	Cufarul Hydra
9035	Calugar Milbon
9236	Slug Guardian
9237	Stalp de sigiliu
9238	Lichid de melc
9264	Cutie cu explozibili
9267	Gardianul Duratus
9268	Poarta
9269	Monument Duratus
9270	Sha-Sin
9271	Zid
9272	Poarta de metal
9273	Tunul
9274	Monumentul Infernal
9275	Totemul Ochiului
9276	Preot profanator
9277	Ciuperca Cosmarurilor
9280	Gardianul varfurilor
9286	Gardianul comorii
9287	Butoiul de aur
9288	Urashak
9289	Cutia cu comori
9302	Vanatorul de troli
9303	Poarta
9304	Stalp runic
9305	Cristal
9306	Stalp de cristal
9307	Pergament pierdut
9321	Garda Templului Ganesha
9322	Poarta
9323	Poarta
9324	Cristal blestemat
9325	Statuia sparta
9326	Statuia sparta
9327	Statuia sparta
9328	Statuia sparta
9329	Statuia lui Ganesha
9330	Cheia de aur blestemata
9566	Albina mutanta
9571	Sarpe mutant
9577	Scorpion mutant
9578	Dragon în flacari
9750	Soldat juramant alb
9751	Arcasul juramantului alb
9752	Generalul juramantului alb
9753	Comandant juramant alb
9754	Mi-Jung
9755	Eun-Jung
9756	Se-Rang
9757	Jin-Hee
9758	Zodiac Desert Fox
9759	Zodiac Dervish
9760	Zodiac King Scorpion
9761	Zodiac Scorpion Man
9762	Zodiac Scorpion Archer
9763	Zodiac Snake Swordsman
9764	Zodiac Snake Archer
9765	Zodiac Desert Bandit
9766	Zodiac Lemures Warrior
9767	Zodiac Lemures Soldier
9768	Zodiac Lemures Magician
9769	Zodiac Lemures Executioner
9770	Zodiac Lemures General
9771	Zodiac Tritonic Murana
9772	Zodiac Shark Soldier
9773	Zodiac Tritonicic Wizard
9774	Zodiac Tritonicic Hunter
9775	Zodiac Tritonicic Usturac
9776	Zodiac Red Thief Amazon
9777	Zodiac Red Thief Assassin
9778	Zodiac Red Thief Magician
9779	Zodiac Red Thief Executioner
9780	Zodiac Black General
9781	Zodiac Crab Warrior
9782	Zodiac Scorpion Marksman
9783	Zodiac Shrimp Soldier
9784	Zodiac Diabolical Hermit
9785	Zodiac Armoured Crab
9786	Zodiac Gigantic Biter
9787	Zodiac Gigantic Slaughterer
9788	Zodiac Gigantic Magus
9789	Zodiac Twiant
9790	Zodiac Captain Hooks
9791	Zodiac Hangork
9792	Zodiac Archie Ogre
9793	Zodiac Brawl Ogre
9794	Zodiac Ogre Magus
9795	Zodiac General Ogg
9796	Zodiac Manticore Warrior
9797	Zodiac Manticore Soldier
9798	Zodiac Manticore Magus
9799	Zodiac Manticore Executioner
9800	Zodiac Armored
9801	Zodiac Armored Warrior
9802	Zodiac Armored General
9803	Zodiac Death Wing
9804	Zodiac Moldy Death Wing
9805	Zodiac Rotten Death Wing
9806	Zodiac Moloch
9807	Zodiac Moloch Warrior
9808	Zodiac Moloch General
9809	Zodiac Spartalý
9810	Zodiac Spartalý Soldier
9811	Zodiac Spartalý General
9812	Zodiac Predatory
9813	Zodiac Predatory Warrior
9814	Zodiac Predatory General
9815	Zodiac Bone Gladiator
9816	Zodiac Bone Gladiator Warrior
9817	Zodiac Bone Gladiator General
9818	Zodiac Kantar
9819	Zodiac Kantar Warrior
9820	Zodiac Kantar General
9821	Zodiac Uruk
9822	Zodiac Uruk Warrior
9823	Zodiac Uruk General
9824	Zodiac Tiger
9825	Zodiac Tiger Warrior
9826	Zodiac Tiger General
9827	Zodiac Scream
9828	Zodiac Scream Warrior
9829	Zodiac Scream General
9830	Zodiac Vargulf
9831	Zodiac Vargulf Warrior
9832	Zodiac Vargulf General
9833	Zodiac Angel
9834	Zodiac Angel Warrior
9835	Zodiac Angel General
9836	You General
9837	You Officer
9838	Chou General
9839	Chou Officer
9840	Xu General
9841	Xu Officer
9842	Chen General
9843	Chen Officer
9844	Wu General
9845	Wu Officer
9846	Shen General
9847	Shen Officer
9848	Zi General
9849	Zi Officer
9850	Hai General
9851	Hai Officer
9852	Mao General
9853	Mao Officer
9854	Wei General
9855	Wei Officer
9856	Si General
9857	Si Officer
9858	Yin General
9859	Yin Officer
9860	Hai Portal
9861	Xu Portal
9862	You Portal
9863	Shen Portal
9864	Wei Portal
9865	Wu Portal
9866	Si Portal
9867	Chen Portal
9868	Mao Portal
9869	Yin Portal
9870	Chou Portal
9871	Zi Portal
9875	Metin of Rat
9876	Metin of Ox
9877	Metin of Tiger
9878	Metin of Dragon
9879	Metin of Snake
9880	Metin of Horse
9881	Metin of Goat
9882	Metin of Monkey
9883	Metin of Dog
9884	You Sculpture
9885	Chou Sculpture
9886	Xu Sculpture
9887	Chen Sculpture
9888	Wu Sculpture
9889	Shen Sculpture
9890	Zi Sculpture
9891	Hai Sculpture
9892	Mao Sculpture
9893	Wei Sculpture
9894	Si Sculpture
9895	Yin Sculpture
9896	Zodyak Top
20470	Statuie Iluzii
20471	Statuie Redux
20472	Statuie Ruptura Timpului
20473	Statuie Fierar Arme
20474	Statuie Fierar Armuri
20475	Fierar Sfant
20476	Fierar Glorios
20477	Fierar Cavaler
20478	Fierar Roial
20479	Fierar Maiestuos
20480	Gestionara Negoþ
20481	Gestionara Negoþ
10001	Þinutul_Yayang 4002 8995
10002	Þinutul_Yongan 4503 9050
10003	Þinut_Bokjung 1118 2161
10004	Þinutul_Joan 876 2131
10005	Þinutul_Bakra 9064 2214
10006	Zona_Pyungmoo 9372 2188
10007	Þinutul_Yongan 4188 9560
10008	Þinutul_Yayang 3179 8332
10009	Þinutul_Joan 897 1127
10010	ÞinutulBokjung 1759 2210
10011	Zona_Pyungmoo 9343 3143
10012	Þinutul_Bakra 8348 2926
10013	Templul_Hwang 5536 1441
10014	Seungryong 3326 7468
10015	DesertulYongbi 3467 6329
10016	Kuahlo_Dong 600 4960
10017	Templul_Hwang 5906 1102
10018	Turnul_Gumsan 2165 7270
10019	Þinutul_Yayang 3211 9009
10020	Jungrang 1356 43
10021	ÞinutulBokjung 1168 2920
10022	Waryong 2219 93
10023	Þinutul_Bakra 9098 2948
10024	Imha 2718 130
10025	Muntele_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Padurea_rosie 11199 708
10029	Vale_cu_Serpi 10590 7262
10030	DesertulYongbi 3519 6223
10031	Vale_cu_Serpi 10590 7262
10032	Taram_Giganti 8283 7635
10033	Pestera_Zin 10594 7525
10034	2_pestera_Zin 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	ÀÚ¾çÇö 3809 8233
10038	½Å¼ö¼s 9752 1330
10039	s¹Á¤Çö 1917 2900
10040	Áø³ë¼s 9239 1836
10041	¹Ú¶óÇö 8316 2154
10042	ÃµÁ¶¼s 9772 1850
10043	¼­ÇÑ»ê 3819 2969
10044	½Å¼ö¼s 10189 1484
10045	¼­ÇÑ»ê 3819 2969
10046	½Å¼ö¼s 9774 1501
10047	½Â·æ°î 2699 6752
10048	Áø³ë¼s 9679 1994
10049	½Â·æ°î 2699 6752
10050	Áø³ë¼s 9256 2012
10051	¿µsñ»ç¸· 3478 6189
10052	ÃµÁ¶¼s 9780 1995
10053	¿µsñ»ç¸· 3478 6189
10054	ÃµÁ¶¼s 10190 2002
10055	µµ¿°È­Áö 6011 6874
10056	¼­ÇÑ»ê 4368 2158
10057	½Â·æ°î 3355 7558
10058	¹Ð±³»ç¿ø 5943 1337
10059	¼­ÇÑ»ê 0 10496
10060	¹Ð±³»ç¿ø 1536 10496
10061	ÞaraDeFoc 4608 10496
10062	½Â·æ°î 6144 10496
10063	±Í¸ñ¸² 3031 266
10064	Àû±Í¸ñ¸² 11133 534
10065	½Å±Í¸ñ¸² 7754 10553
10066	½ÅÀû±Í¸ñ¸² 9915 11195
10067	TemnitaMaimute 7752 4477
10068	Þinutul_Yayang 4062 8756
10069	TemnitaMaimute 8520 4477
10070	ÞinutulBokjung 1611 2130
10071	TemnitaMaimute 9288 4477
10072	Þinutul_Bakra 8727 2100
10073	DesertulYongbi 3061 6202
10074	TemnitaMaimute 1352 6532
10075	DesertulYongbi 2879 5407
10076	TemnitaMaimute 1352 7300
10077	Grota_Exilului 9 12078
10078	½Â·æ°î 2842 8106
10079	Grota1 1459 13236
10080	Grota2 2413 12755
10081	ÃµÀÇµ¿±¼1Ãþ 99 13618
10082	¿µ¾ÈÀ¾¼s 5028 9998
10083	ÃµÀÇµ¿±¼1Ãþ 1360 14972
10084	ÃµÀÇµ¿±¼2Ãþ 2414 14289
10085	ÃµÀÇµ¿±¼1Ãþ 99 15154
10086	Á¶¾ÈÀ¾¼s 616 1148
10087	ÃµÀÇµ¿±¼1Ãþ 1360 16508
10088	ÃµÀÇµ¿±¼2Ãþ 2414 15825
10089	ÃµÀÇµ¿±¼1Ãþ 99 16690
10090	Æò¹«À¾¼s 9609 3188
10091	ÃµÀÇµ¿±¼1Ãþ 1360 18044
10092	ÃµÀÇµ¿±¼2Ãþ 2414 17361
10093	Poarta_Dragon 1731 12205
10094	Poarta_Dragon 1733 13743
10095	Poarta_Dragon 1728 15277
10096	Poarta_Dragon 1724 16824
10097	TP2 7040 5235
10098	TP3 984 5711
10099	Peninsula 11043 17885
10100	Peninsula 10963 16744
10101	Nephrite 10869 16558
10102	Peninsula 11664 16779
10103	Thunder 11345 16546
10104	Thunder 11921 16550
10105	Gautama 12263 16811
10106	³ì¸²Áö 8168 15050
10107	DongGwang 10629 4767
10109	CreastaFulger 451 9492
10110	PunctFulger 830 9454
10111	RazaFoc 1430 9616
10112	MunþiGheaþa 690 10169
10113	PunctFulger 1023 9623
10114	MunþiGheaþa 303 10113
10115	VarfArs 2117 9447
10116	RazaFoc 1720 9499
10117	InsulaVant 1973 10159
10118	RazaFoc 2337 9633
10119	CreastaNeagra 2710 9616
10120	InsulaVant 1582 10111
10121	PiscNegru 3393 9454
10122	CreastaNeagra 3012 9500
10123	ValeDesert 3069 10174
10124	PiscNegru 3685 9551
10126	Iesire 11622 5809
10127	DongGwang 10551 4881
10128	SeoGwang 12218 4895
10129	NamGwang 12780 4411
10130	SeoGwang 12144 5555
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Gardian
11001	Administratorul luptelor
11002	Gardian
11003	Administratorul luptelor
11004	Gardian
11005	Administratorul luptelor
11100	Gardian
11101	Administratorul Luptelor
11102	Gardian
11103	Administratorul Luptelor
11104	Gardian
11105	Administratorul Luptelor
11106	Gardian
11107	Administratorul Luptelor
11108	Gardian
11109	Administratorul Luptelor
11110	Gardian
11111	Administratorul Luptelor
11112	Gardian
11113	Administratorul Luptelor
11114	Gardian
11115	Administratorul Luptelor
11116	Gardian
11117	Administratorul Luptelor
11505	Broasca aurie
11506	Foc de tabara
11507	Foc de tabara
11508	Foc de tabara
11509	Foc de tabara
11510	Foc de tabara
12000	Foc de tabara
13000	Poarta de lemn
13001	Poarta de piatra
14000	Atelier
14001	Atelier
14002	Atelier
14003	Atelier
14004	Atelier
14005	Atelier
14006	Atelier
14007	Atelier
14008	Atelier
14009	Atelier
14010	Altar
14011	Altar
14012	Altar
14013	Altar
14014	Altar
14015	Altar
14016	Altar
14017	Altar
14018	Altar
14019	Altar
14020	Baza
14021	Baza
14022	Baza
14023	Baza
14024	Baza
14025	Baza
14026	Baza
14027	Baza
14028	Baza
14029	Baza
14030	Baza de antrenament
14031	Baza de antrenament
14032	Baza de antrenament
14033	Baza de antrenament
14034	Baza de antrenament
14035	Baza de antrenament
14036	Baza de antrenament
14037	Baza de antrenament
14038	Baza de antrenament
14039	Baza de antrenament
14040	Cuptor
14041	Cuptor
14042	Cuptor
14043	Cuptor
14044	Cuptor
14045	Cuptor
14046	Cuptor
14047	Cuptor
14048	Cuptor
14049	Cuptor
20001	Alchimist
20002	Aranyo
20003	Ah-Yu
20004	Cersetor
20005	Yonah
20006	Mirine
20007	Administrator Depozit
20008	Octavio
20009	Batran
20010	Negustor ambulant
20011	Uriel
20012	Yu-Rang
20013	Pescar
20014	Taurean
20015	Deokbae
20016	Fierar
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Tradatorul Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20026	Ji-Ryu
20027	Gillian
20028	Fratele lui Mirine
20029	Ponei
20030	Cal
20031	Mos Craciun
20032	Brad de Craciun
20033	Brad de Craciun
20034	Brad de Craciun
20035	Steag
20036	Steag
20037	Steag
20038	..
20039	.
20040	Vanzator de terenuri
20041	Cetaþean turmentat
20042	Negustor ambulant
20043	.
20044	Fierar Arme, Stanley
20045	Fierar de armuri
20046	Bijutier
20047	Zacamant de diamante
20048	Zacamant de chihlimbar
20049	Zacamant de fosile
20050	Zacamant de cupru
20051	Zacamant de argint
20052	Zacamant de aur
20053	Zacamant de Jad
20054	Zacamant de lemn abanos
20055	Teanc de scoici
20056	Zacamant de aur alb
20057	Zacamant de cristal
20058	Zacamant de cuarþ
20059	Minereu Lacrima Cerului
20060	Alchimist de diamante
20061	Alchimist de chihlimbar
20062	Alchimist de fosile-lemn
20063	Alchimist de cupru
20064	Alchimist de argint
20065	Alchimist de aur
20066	Alchimist de Jad
20067	Alchimist de lemn abanos
20068	Alchimist de perle
20069	Alchimist de aur alb
20070	Alchimist de cristal
20071	Alchimist de cuarþ
20072	Alchimist d lacrima cer.
20073	Sigiliu vechi
20074	Fierar Arme Turn
20075	Fierar de armuri de turn
20076	Bijutierul turnului
20077	Gardian Altar
20078	Gardian Altar
20079	Gardian Altar
20080	Scara de antrenament
20081	Sigiliul pasajului furat
20082	Maestru
20083	Jegal-Tunseok
20084	Biologul Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	Obelisc
20097	Poarta Castelului
20098	Poarta Castelului
20099	Poarta Castelului
20101	Cal alb
20102	Cal maro
20103	Cal Negru
20104	Cal alb
20105	Cal maro
20106	Cal Negru
20107	Cal alb
20108	Cal maro
20109	Cal Negru
20110	Mistreþ Salbatic
20111	Lup
20112	Tigru
20113	Leu
20114	white lion
20115	Mistreþ Salbatic d Lupta
20116	Lup de Batalie
20117	Tigrul Furtunii
20118	Leul Luptator
20119	Cal Negru Nobil
20120	Ã»ÀÇÀü°©È£
20121	ÁøÀûÀÇÀü°©È£
20122	È²ÀÇÀü°©È£
20123	³ìÀÇÀü°©È£
20124	ÈæÀÇÀü°©È£
20125	¹éÀÇÀü°©È£
20126	Mos Craciun
20127	Banner Aniversar 1
20128	Banner Aniversar 2
20129	Banner Aniversar 3
20130	Banner Aniversar 4
20131	Banner Aniversar 5
20132	Banner Aniversar 6
20133	Banner Aniversar 7
20134	Banner Solar
20139	Banner Breasla (Violet)
20140	Banner Breasla (Al/Ver)
20141	Banner Breasla (Ros/Aur)
20138	Banner Ramadan
20142	Banner de Halloween
20143	Banner de Paste
20201	Àü°©¿ø
20202	Àü°©¶û
20203	Àü°©È£
20204	Àü°©»çÀÚ
20205	³­ÆøÇÑ Àü°©¿ø
20206	³­ÆøÇÑ Àü°©¶û
20207	³­ÆøÇÑ Àü°©È£
20208	³­ÆøÇÑ Àü°©»çÀÚ
20209	¿ë¸ÍÇÑ Àü°©¿ø
20210	¿ë¸ÍÇÑ Àü°©¶û
20211	¿ë¸ÍÇÑ Àü°©È£
20212	¿ë¸ÍÇÑ Àü°©»çÀÚ
20213	Àü°©¼ý¼ø·Ï
20214	³­ÆøÇÑ Àü°©¼ý¼ø·Ï
20215	¿ë¸ÍÇÑ Àü°©¼ý¼ø·Ï
20216	Àü°©¾Ï¼ø·Ï
20217	³­ÆøÇÑ Àü°©¾Ï¼ø·Ï
20218	¿ë¸ÍÇÑ Àü°©¾Ï¼ø·Ï
20219	blackpony
20220	Å©¸®½s¸¶½s ¼ø·Ï
20221	Àü°©¹é¿õ
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸ÍÇÑ Àü°©¼®·æÀÚ
20226	ÈæÀ¯´ÏÄÜ
20227	¹éÀ¯´ÏÄÜ
20228	Àü°©¸ÍÁ¶
20229	³­ÆøÇÑ Àü°©¸ÍÁ¶
20230	¿ë¸ÍÇÑ Àü°©¸ÍÁ¶
20231	Àü°©Èæ¹ü
20232	Àü°©Ç¥¹ü
20233	Muffin (Accesorii Maro)
20234	Nugget (Accesorii Maro)
20235	Nugget (Accesorii Bleu)
20236	Nugget (Accesorii Bleu)
20237	Nugget (Accesorii Verzi)
20238	Nugget (Accesorii Verzi)
20239	Blitzen
20240	Donner
20241	Nugget (Bleumarin)
20242	Muffin (Roz)
20243	NoNAme
20244	Dragon Nirvana
20245	Dragon Samsara
20253	Appaloosa
20300	Invaþator Lupta de Corp
20301	Invaþator Lupta Mentala
20302	Invaþator Lupta cu Sabia
20303	Invaþator Lupta cu Arcul
20304	Invaþator Arme Magice
20305	Invaþator Magie Neagra
20306	Invaþator Puterea Dragon
20307	Invaþator Vindecare
20320	Invaþator Lupta de Corp
20321	Invaþator de lupta ment.
20322	Invaþator de lupta apro.
20323	Invaþator de lupta depa.
20324	Invaþator de arme magice
20325	Invaþator de magie neagr
20326	Invaþator de puter. zmeu
20327	Invaþator de vindecare
20340	Invaþator Lupta de Corp
20341	Invaþator de lupta ment.
20342	Invaþator de lupta apro.
20343	Invaþator de lupta depa.
20344	Invaþator de arme magice
20345	Invaþator de magie neagr
20346	Invaþator de puter. zmeu
20347	Invaþator de vindecare
20348	Gardian Turnul Demonilor
20349	Grajdar
20350	Paznicul Garnizoanei
20351	Paznicul halei
20352	Monument piatra Hasun
20353	Monument piatra SeulRong
20354	Gardianul Orasului
20355	Capitan
20356	Culegator de Ginseng
20357	Monument piatra Weol
20358	Flori fara nume
20359	Cutie cu Manuscrise
20360	Piatra Memoriala Wha
20361	Piatra Memoriala Su
20362	Piatra Memoriala  Mok
20363	Monument Gum
20364	Nakajima
20365	Monument To
20366	Sa-Soe
20367	Paznicul Catacombei
20368	Negustor Ambulant
20369	Lee Chung
20370	Soldat Otravit
20371	Mormant Vechi
20372	Tableta Piatra Veche
20373	Bodyguard
20374	Gardian
20375	Baricada de Lemn
20376	Kim Rim
20377	Yak-Hwan
20378	Amiralul Angmur
20379	Soldat Ranit
20380	Yon-I-Walker
20381	Confucius
20382	Floare de Stanca
20383	Jae-Seon Kim
20384	Brad de Craciun
20385	Marele Am-heh
20386	Stele din Isfet
20387	Poarta Destinului
20388	Poarta Dragonului
20389	NoNAme
20390	Mormant Taramor
20391	Iarba Soarelui
20392	Soldat Mort
20393	Soldat Ranit
20394	Paznic Tara de Foc
20395	Gardian Þara Ingheþata
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Leu de Gheaþa
20398	Cub de Gheaþa
20399	Pilonul Dragon din Nord
20400	Inteleptul Myonghorang
20401	Gardian Colonie
20402	Gardian Portal
20403	Amarok
20404	Nagual
20405	Waheela
20406	NoNAme
20407	Fenrir
20408	Gardianul Templului
20409	Gardianul Padurii
20410	Cercetaul Padurii
20411	Calatorul Padurii
20412	Lider Gardian Padure
20413	Kawuco
20414	Andastre
20415	Portal
20416	Dovleacul Sam
20417	Masa Okey
20419	Garda Dragon Dolnarr
20420	Cufar Dragon Auriu
20421	Garda Dragon Jaharr
20422	Ou Dragon
20423	Alchimist Cristal Spirit
20424	Alchimist Rubin
20425	Alchimist Granat
20426	Alchimist Smarald
20427	Alchimist Safir
20428	Alchimist Turmalina
20429	Gardian Zona de Razboi
20430	Cherie
20431	Negustor Aniversar
20433	Statuie Razboinic
20440	Portal Chou
20441	Portal Yin
20442	Portal Mao
20443	Portal Chen
20444	Portal Si
20500	Ou Dragon
20501	Cufar Gaya
20503	Negustor Gaya
20504	Piaþa Gaya
20800	Ranit
20802	Paznic Yohara
20803	Gardian Yohara
20804	Gardian Sarpe
20807	Statuia Sarpelui
20809	Confucius
20810	Chaegirab
20811	Kim Rim
20812	Amiralul Angmur
20813	Pustnicul Nordic
20814	Cerceta Pierdut
20815	Gardian Fantoma
20822	Trickster
20823	Maestru Chi
20826	Huahn-So
20828	Tabacar
20829	Fierar Templul Sarpelui
20830	Dispecer Comandant
20831	Comandant Yohara
20832	Amiralul Angmur
20833	Flori Alterate
20834	Altar
20835	Gravor
20836	Jumatatea drumului
20837	Iesire
20838	Stagiul 2
20839	Stagiul 3
20840	Aria Dong Gwang
20841	Vanator de Recompense
20842	Fierar Intemniþat
20844	Statuia Sarpelui
20848	Oase Vechi
20850	Altar Misterios
30000	°³ÀI»óÁ¡
30001	°³ÀI»óÁ¡
30002	1001 Nopþi
30003	Regele BBQ
30004	Vanator de Comori
30005	Flacara Economica
30006	Vanzator de Arme
30007	Vanzator de Armuri
30008	Alchimist
30009	Magazin
30010	Magazin
30011	Magazin
30012	Magazin
30013	Magazin
30014	Magazin
30015	Magazin
30101	Statuia Kud
30102	Obelisc Bazalt
30103	Piatra Testoasa
30104	Fragment de Runa
30111	1. Poarta Pierzaniei
30112	2. Poarta Pierzaniei
30113	3. Poarta Pierzaniei
30114	4. Poarta Pierzaniei
30115	5. Poarta Pierzaniei
30116	6. Poarta Pierzaniei
30117	7. Poarta Pierzaniei
30118	8. Poarta Pierzaniei
30119	9. Poarta Pierzaniei
30120	Punga cu Ierburi
30121	Spiritul Sura
30122	Spiritul Razboinic
30123	Sanctuarul Intunecat
30124	Schelet-Sura 1
30125	Schelet-Sura 2
30126	Schelet-Sura 3
30127	Schelet-Sura 4
30128	Schelet-Sura 5
30129	Iepurasul de Paste
30130	Mormant
30131	Mr. B
30132	Mr. B
30301	Farama Minereu Cristal
30302	Farama Minereu Rubin
30303	Farama Minereu Granat
30304	Farama Minereu Smarald
30305	Farama Minereu Safir
30306	Minereu de Turmalina
30307	Vara
33001	¸ðÇè°¡ÀÇ ÇØ°ñ
33002	Istoric
33003	Localnic Credincios
33004	Localnic Credincios
33005	Localnic Credincios
33006	Localnic Credincios
33007	Localnic Credincios
32002	Mani
32003	Manu
32004	Camila de razboi maro
32005	Camila de razboi neagra
32006	Soparla de pestera de lava
32007	Soparla de pestera de gheata
32008	Appaloosa
32009	Iepure alb
32010	Iepure de luna
32011	Bernie
32012	Barry albastru
32013	Cerberus (auriu)
32014	Cerberus (argint)
32015	Armasarul spectral
32016	Steed de noapte
32017	Aripa de noapte
32018	Shadow Wing
32019	Moonshadow
32020	Silver Astro
32021	Golden War Bull
32022	Silver War Bull
32023	Sfinx Alb
32024	Sfinxul Pietros
32025	Dragonul Magma
32026	Corbul glaciar
32027	Corb de noapte
32028	Flacara alba de iarna
32029	Flacara de iarna maro
32030	Iepurele rapid (roz)
32031	Iepurele rapid (albastru)
32032	Alastor
32033	Kitsune rosu aprins
32034	Kitsune albastru deschis
32035	Lupul alpin rosu
32036	Lupul alpin albastru
33008	Dovleacul Jack
34001	Phoenix de Foc
34002	Ren Tanar
34003	Phoenix de Gheaþa
34004	Baby Azrael
34005	Porcusor
34006	Rufus
34007	Khan
34008	Leonidas
34009	Baby Azrael
34010	Bambi
34011	Knuud
34012	Bao Bao
34013	Mini Executor Dolofan
34014	Mini Executor Dolofan(a)
34015	Boney
34016	Phoenix de Jad
34017	Porkie Polar
34018	Rufus de Gheaþa
34019	Arctis Khan
34020	Leonidas Alb
34021	Sheldon
34022	Cooper
34023	Pantera Pui
34024	Leopard Pui
34026	Cap de Dovleac
34027	Coada de Matura
34028	Fulg de Nea
34029	Clopotel de Nea
34030	Amoras
34031	Inima Iute
34032	Semiluna Rosie
34033	Semiluna Albastra
34034	Eweriel
34035	Ramblue
34036	Dragonette
34037	Dragonette (Erou)
34038	Phoenix Liber
34039	Micul Huashin
34041	Maimuta Mica
34042	Maimuta Mica (Erou)
34045	Paianjen Mic
34046	Paianjen Mic (Erou)
34047	Micul Exedyar
34048	Micul Exedyar Rar
34049	Razador Mic
34050	Razador Mic (Erou)
